name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
north germany,2019-07-11,21.9,12.6,15.7,21.9,12.6,15.7,10,71.2,4.986,100,50,rain,0,0,,29.1,222.6,1015.3,88.3,34.6,107.3,9.2,4,,2019-07-11T05:21:12,2019-07-11T21:20:38,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-12,22.8,11.9,17.2,22.8,11.9,17.2,13.3,79.8,7.338,100,50,rain,0,0,,27.4,247.7,1012.4,64.1,23.2,194.8,16.9,6,,2019-07-12T05:22:11,2019-07-12T21:19:54,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-13,18.9,13.9,15.8,18.9,13.9,15.8,13.5,86.5,14.218,100,83.33,rain,0,0,,26.1,289.1,1014.7,63.4,23.2,102.4,9,4,,2019-07-13T05:23:11,2019-07-13T21:19:07,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-14,21.3,13.3,17.3,21.3,13.3,17.3,12.2,74,0.67,100,8.33,rain,0,0,,18.4,354.2,1016,34,36.1,206.1,17.8,10,,2019-07-14T05:24:13,2019-07-14T21:18:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-15,24.5,11.9,18.3,24.5,11.9,18.3,11,65.7,0,0,0,,0,0,,17.2,327.5,1015.7,18.1,35.8,289,24.7,9,,2019-07-15T05:25:17,2019-07-15T21:17:25,0.45,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-16,23.6,10.1,17,23.6,10.1,17,9.6,64.7,0,0,0,,0,0,,16.3,308.7,1016.6,12.1,37.2,292.4,25.3,9,,2019-07-16T05:26:22,2019-07-16T21:16:31,0.5,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-17,25.3,10.1,18.6,25.3,10.1,18.6,10.1,62,0,0,0,,0,0,,13.8,319.9,1013.7,68.7,49,266.7,22.9,8,,2019-07-17T05:27:28,2019-07-17T21:15:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-18,27.2,11.1,19.6,26.5,11.1,19.5,9.7,58,0,0,0,,0,0,,20.4,271.8,1012.1,62.6,41.7,252.9,21.9,8,,2019-07-18T05:28:36,2019-07-18T21:14:35,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-19,25,16.5,20.2,25,16.5,20.2,13.7,67.6,0.657,100,29.17,rain,0,0,,16.8,20.9,1014.7,92.7,35.7,157.2,13.6,6,,2019-07-19T05:29:45,2019-07-19T21:13:33,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-20,31.4,14.5,23.4,30.2,14.5,23.1,13.9,60.2,0.012,100,8.33,rain,0,0,,17.6,173.3,1013.9,90.9,34.7,242,20.9,8,,2019-07-20T05:30:56,2019-07-20T21:12:29,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-21,26.7,18.1,22.2,26.7,18.1,22.2,15.1,65.9,2.673,100,50,rain,0,0,,17.9,237,1018.8,81.1,35.4,210.6,18.2,10,,2019-07-21T05:32:08,2019-07-21T21:11:22,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-22,29.4,13.9,22,28.1,13.9,21.7,11.7,57.8,0,0,0,,0,0,,19,293.1,1022.7,71.3,47.8,264.8,23,9,,2019-07-22T05:33:21,2019-07-22T21:10:14,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-23,32.5,14.2,24.1,31.3,14.2,23.7,12.3,51.9,0,0,0,,0,0,,9,110.9,1020.6,10.9,48.1,320.9,27.6,10,,2019-07-23T05:34:35,2019-07-23T21:09:03,0.71,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-24,35.3,17.7,27.4,34.2,17.7,27,13.5,45.4,0,0,0,,0,0,,13.6,113.6,1015.8,6.5,47.5,276.4,23.9,8,,2019-07-24T05:35:50,2019-07-24T21:07:50,0.75,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-25,36.7,18.3,28.6,35.6,18.3,28,13.4,44.6,0,0,0,,0,0,,14,65.8,1014.4,23.2,43.2,273.2,23.5,8,,2019-07-25T05:37:06,2019-07-25T21:06:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-26,35.8,18.1,28.4,33.9,18.1,27.6,11.3,37.8,0.003,100,4.17,rain,0,0,,13.9,74.3,1008.8,30.8,46.2,277.2,23.9,8,,2019-07-26T05:38:23,2019-07-26T21:05:18,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-27,26.9,20.3,23.3,26.8,20.3,23.3,14.4,58.1,1.083,100,45.83,rain,0,0,,21.5,54.3,1002.7,83.3,44.3,120.3,10.4,5,,2019-07-27T05:39:41,2019-07-27T21:03:58,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-07-28,24.8,16.8,20.4,24.8,16.8,20.4,17,81.5,3.59,100,45.83,rain,0,0,,25.4,328.1,1000.6,85.2,33.3,181.8,15.6,9,,2019-07-28T05:41:00,2019-07-28T21:02:37,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-07-29,22.3,17.3,19.2,22.3,17.3,19.2,16.9,86.8,0.144,100,29.17,rain,0,0,,21.4,284.8,1009.5,45.2,15.7,106,9.1,5,,2019-07-29T05:42:19,2019-07-29T21:01:14,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-07-30,26.6,17.5,21.9,26.6,17.5,21.9,15.8,70.8,0,0,0,,0,0,,10.5,270,1012.3,9.8,28,215.2,18.7,6,,2019-07-30T05:43:39,2019-07-30T20:59:49,0.94,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-07-31,23.5,16,19,23.5,16,19,14.7,77.1,6.902,100,50,rain,0,0,,19,227.3,1016.2,28.2,31.3,172.2,14.9,8,,2019-07-31T05:45:00,2019-07-31T20:58:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-01,24.8,13.1,19.5,24.8,13.1,19.5,10.2,59.2,0,0,0,,0,0,,13.9,281.7,1017,32.6,41.6,317.1,27.5,10,,2019-08-01T05:46:22,2019-08-01T20:56:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-02,25.4,11.8,18.7,25.4,11.8,18.7,10.5,62.5,0.013,100,4.17,rain,0,0,,21.4,321.3,1014.6,39.9,48.3,272.1,23.5,10,,2019-08-02T05:47:44,2019-08-02T20:55:22,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-03,21.6,14.2,17.3,21.6,14.2,17.3,13.8,80.9,9.843,100,62.5,rain,0,0,,16.6,280.3,1014.9,22.9,37.3,193.8,16.8,6,,2019-08-03T05:49:07,2019-08-03T20:53:50,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-04,26.3,12,19.2,26.3,12,19.2,12,67.6,0,0,0,,0,0,,11.6,247,1016,12.1,32.8,293.6,25.3,8,,2019-08-04T05:50:30,2019-08-04T20:52:16,0.11,Clear,Clear conditions throughout the day.,clear-day,"03667,03975,03668,04280,01721"
north germany,2019-08-05,24.3,15.3,19.7,24.3,15.3,19.7,14,70.6,2.328,100,25,rain,0,0,,13.6,123.6,1013.2,82.2,39.9,193.6,16.5,6,,2019-08-05T05:51:54,2019-08-05T20:50:41,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,03975,01279,03668,04280,01721"
north germany,2019-08-06,25.8,17.2,21.8,25.8,17.2,21.8,15,66.4,0.086,100,12.5,rain,0,0,,21.3,34.8,1011.3,94.3,44.4,338.9,29.6,7,,2019-08-06T05:53:18,2019-08-06T20:49:03,0.18,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-07,20.8,16,17.9,20.8,16,17.9,16.7,92.8,24.587,100,79.17,rain,0,0,,21.1,185.5,1009.8,84.8,17.6,431,38.4,4,,2019-08-07T05:54:42,2019-08-07T20:47:25,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-08,24.9,14.6,19.4,24.9,14.6,19.4,14.1,74.7,0.074,100,4.17,rain,0,0,,16.8,239.7,1013.2,59.3,31.6,318,27.6,9,,2019-08-08T05:56:07,2019-08-08T20:45:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-09,29.9,12.9,21.9,29.8,12.9,21.8,14.1,65.1,0.081,100,8.33,rain,0,0,,16.8,139.1,1011.7,61,40.7,342.3,29.5,10,,2019-08-09T05:57:32,2019-08-09T20:44:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,01721"
north germany,2019-08-10,23.7,17.8,20.8,23.7,17.8,20.8,17.2,80.9,15.703,100,58.33,rain,0,0,,18.9,201.9,1014.6,68.1,39.6,89.5,7.6,3,,2019-08-10T05:58:58,2019-08-10T20:42:19,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-11,27.6,14.1,20.9,27.2,14.1,20.9,14.3,70.7,5.317,100,12.5,rain,0,0,,16.7,122.8,1015.8,23.5,36.7,228.8,19.8,9,,2019-08-11T06:00:23,2019-08-11T20:40:35,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-12,19,14.6,16.5,19,14.6,16.5,12.5,77.8,0.336,100,33.33,rain,0,0,,15.4,239.5,1016.9,94.1,35.9,92.4,7.9,3,,2019-08-12T06:01:49,2019-08-12T20:38:49,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-13,20,12.3,16.3,20,12.3,16.3,10.2,69.6,0.023,100,8.33,rain,0,0,,22,259.6,1018.3,62.7,41.7,232.5,20,8,,2019-08-13T06:03:16,2019-08-13T20:37:02,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-14,19.8,9,14.8,19.8,7.1,14.6,8.8,69.4,0,0,0,,0,0,,18.2,218.8,1019.1,17.9,39.6,164,14.2,6,,2019-08-14T06:04:42,2019-08-14T20:35:13,0.46,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-15,20.1,9.1,15.2,20.1,7.5,14.9,11.3,78.5,1.307,100,37.5,rain,0,0,,15.3,157,1015.4,66.8,42.8,113.2,9.8,4,,2019-08-15T06:06:09,2019-08-15T20:33:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-16,21.9,13.6,17.3,21.9,13.6,17.3,11.5,70.6,0.139,100,12.5,rain,0,0,,13.1,262.5,1017.7,43.1,44.1,179.6,15.6,7,,2019-08-16T06:07:35,2019-08-16T20:31:33,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-17,22.7,11.4,17.5,22.7,11.4,17.5,12.3,73,0.384,100,25,rain,0,0,,16,166.1,1014,84.6,45.3,99.8,8.6,3,,2019-08-17T06:09:02,2019-08-17T20:29:41,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-18,30.9,15.7,22,30.6,15.7,22,15.4,69.5,6.26,100,25,rain,0,0,,19.3,185.6,1009.9,32,39.1,244.2,21.3,8,,2019-08-18T06:10:29,2019-08-18T20:27:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-19,22.9,17.7,19.6,22.9,17.7,19.6,15.5,78.4,0.988,100,33.33,rain,0,0,,12.2,186.4,1016.2,71.9,41.4,114.8,9.9,5,,2019-08-19T06:11:56,2019-08-19T20:25:54,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-20,19.3,13.5,16,19.3,13.5,16,13.6,86.2,6.8,100,41.67,rain,0,0,,17.6,319.5,1022,95.6,31.7,65.1,5.8,3,,2019-08-20T06:13:23,2019-08-20T20:23:58,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-21,21.5,9.1,15.5,21.5,9.1,15.5,10.8,76.6,0.156,100,8.33,rain,0,0,,9.5,66.6,1028,32.7,30,213.6,18.7,8,,2019-08-21T06:14:50,2019-08-21T20:22:02,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-22,24.1,9.4,17.1,24.1,8.7,17.1,9.9,67,0,0,0,,0,0,,23.4,77.5,1026,22.3,40.9,235.4,20.3,8,,2019-08-22T06:16:17,2019-08-22T20:20:05,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-23,25.6,9.3,18.1,25.6,9.3,18.1,11.5,69.2,0,0,0,,0,0,,16.3,101.1,1024.9,7.9,38.2,150.9,13.1,7,,2019-08-23T06:17:45,2019-08-23T20:18:07,0.75,Clear,Clear conditions throughout the day.,clear-day,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-24,28.2,13.4,20.8,28.5,13.4,20.9,14.7,70.2,0,0,0,,0,0,,14,87,1020.3,18.8,34.2,214.1,18.4,8,,2019-08-24T06:19:12,2019-08-24T20:16:08,0.8,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-25,29.3,15.9,22.5,29.6,15.9,22.6,17,73.5,0.263,100,4.17,rain,0,0,,10,138.2,1018.1,25.8,25.9,186.4,16.1,7,,2019-08-25T06:20:39,2019-08-25T20:14:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-26,27.6,15.1,21.3,28.1,15.1,21.4,17,78.1,0.438,100,12.5,rain,0,0,,16.6,125.8,1018.2,27.9,26.1,164.2,14.2,7,,2019-08-26T06:22:06,2019-08-26T20:12:08,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-27,28.7,14.8,21.9,29.2,14.8,22.1,16.6,74.7,0.005,100,4.17,rain,0,0,,14.5,122.1,1016.8,10.1,23.6,206.1,17.9,7,,2019-08-27T06:23:34,2019-08-27T20:10:07,0.9,Rain,Clear conditions throughout the day with afternoon rain.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-28,30.3,16.9,23,29.4,16.9,22.9,15.9,68.2,0,0,0,,0,0,,12.6,132.3,1015.6,60.2,28.9,179.2,15.3,7,,2019-08-28T06:25:01,2019-08-28T20:08:05,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-29,27.3,16.5,21.4,27.8,16.5,21.4,16.5,74.8,5.561,100,16.67,rain,0,0,,19.9,136.7,1018,76.8,31.7,115.7,9.9,5,,2019-08-29T06:26:28,2019-08-29T20:06:02,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-30,29.3,15.9,22.3,29.3,15.9,22.3,16.5,73.1,0,0,0,,0,0,,13.7,131.1,1020.8,8.5,26.8,205.1,17.8,7,,2019-08-30T06:27:55,2019-08-30T20:03:58,0,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-08-31,29.7,15.4,22.8,29.3,15.4,22.7,15.6,67.9,0,0,0,,0,0,,18.9,127.3,1015.5,16.8,32,200.9,17.3,7,,2019-08-31T06:29:23,2019-08-31T20:01:54,0.03,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-01,26.3,16.8,21,26.3,16.8,21,14.6,68.5,0,0,0,,0,0,,28.1,239.3,1012.3,54.3,33.9,155.4,13.4,6,,2019-09-01T06:30:50,2019-09-01T19:59:50,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-02,20.8,11,16.7,20.8,11,16.7,7.5,57.4,0,0,0,,0,0,,17.8,324.3,1020.9,65.1,49.3,182.5,15.7,8,,2019-09-02T06:32:17,2019-09-02T19:57:44,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-03,23,5.6,14.3,23,4.1,14,4.8,58.5,0,0,0,,0,0,,13.3,150,1024.6,7.3,47.3,216.8,18.7,7,,2019-09-03T06:33:44,2019-09-03T19:55:39,0.13,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-04,25.5,7.7,16.9,25.5,6.2,16.5,7,56.4,0,0,0,,0,0,,16.9,152.7,1018,6.3,43.8,213.1,18.4,7,,2019-09-04T06:35:11,2019-09-04T19:53:32,0.17,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-05,19.2,11.2,15.5,19.2,11.2,15.5,8.2,63.8,0,0,0,,0,0,,21.4,298.4,1017.7,48.4,45.2,134.9,11.8,6,,2019-09-05T06:36:39,2019-09-05T19:51:26,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-06,18.1,7.9,13.5,18.1,7.9,13.4,7.3,68.1,0,0,0,,0,0,,8,0.4,1023.2,96,46.3,111.9,9.4,5,,2019-09-06T06:38:06,2019-09-06T19:49:18,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-07,17.7,11.7,14.2,17.7,11.7,14.2,9,72.4,1.009,100,45.83,rain,0,0,,18,216.3,1018.9,94.1,38.9,82.4,7.1,5,,2019-09-07T06:39:33,2019-09-07T19:47:11,0.27,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-08,15.8,7.8,11.9,15.8,7.8,11.8,9.1,84.4,1.744,100,33.33,rain,0,0,,12.7,46.5,1017.2,96.8,29,68.2,5.9,3,,2019-09-08T06:41:00,2019-09-08T19:45:03,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-09,14.5,8.9,11.8,14.5,8.2,11.7,9.9,88.4,3.07,100,91.67,rain,0,0,,22.5,279.6,1014.6,75.1,16.9,54.1,4.5,2,,2019-09-09T06:42:27,2019-09-09T19:42:54,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5540,03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-10,18.3,5.1,11.5,18.3,3.4,10.9,7.3,78.6,0,0,0,,0,0,,12.6,96.5,1018.4,71.5,25.5,119.4,10.2,6,,2019-09-10T06:43:54,2019-09-10T19:40:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-11,21.2,4.4,12.9,21.2,4.4,12.8,6.5,69.7,0,0,0,,0,0,,14.1,244.5,1023.8,34.7,36.3,187,16.1,7,,2019-09-11T06:45:22,2019-09-11T19:38:37,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-12,21.9,13.2,17.3,21.9,13.2,17.3,10.8,66.5,0.005,100,4.17,rain,0,0,,17.6,226,1029.1,38.6,48.2,115.3,10,4,,2019-09-12T06:46:49,2019-09-12T19:36:27,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-13,22.4,10.9,16.5,22.4,10.9,16.5,12.5,79.1,0,0,0,,0,0,,13.6,35.1,1031.1,22.6,39.4,126.3,11,6,,2019-09-13T06:48:16,2019-09-13T19:34:18,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-14,23.6,9.8,16.2,23.6,9.8,16.2,11.3,75.9,0,0,0,,0,0,,15.6,26.1,1030.7,49.1,41.2,155,13.4,7,,2019-09-14T06:49:44,2019-09-14T19:32:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-15,26.8,9.1,17.5,26.9,7.7,17.4,11.7,72.5,0,0,0,,0,0,,17,217.3,1023.9,1.7,30.9,177.8,15.2,7,,2019-09-15T06:51:11,2019-09-15T19:29:58,0.54,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-16,23.3,8.5,16.1,23.3,8.5,16.1,9,67.1,0.005,100,4.17,rain,0,0,,17.4,266.4,1019.6,67.5,38,112,9.7,4,,2019-09-16T06:52:38,2019-09-16T19:27:48,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-17,18.8,12.7,15.8,18.8,12.7,15.8,8.4,62.9,0.022,100,20.83,rain,0,0,,26,298,1018.5,65.8,47.4,115.8,10,5,,2019-09-17T06:54:06,2019-09-17T19:25:38,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-18,15.9,4.1,10.8,15.9,4.1,10.6,3.1,61.6,0,0,0,,0,0,,18.4,336.8,1024.8,24.3,45.2,180,15.5,7,,2019-09-18T06:55:34,2019-09-18T19:23:28,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-19,15.1,0.8,8.2,15.1,0.8,8,1.1,65.2,0,0,0,,0,0,,15,16.3,1028.8,33.2,43.9,175.3,15,7,,2019-09-19T06:57:01,2019-09-19T19:21:18,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-20,17.3,0.2,8.8,17.3,0.2,8.7,1.4,64.4,0,0,0,,0,0,,11,55.7,1029.1,51.1,46.6,163.8,14.2,6,,2019-09-20T06:58:29,2019-09-20T19:19:08,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-21,22.9,3,12.5,22.9,3,12.4,3.6,60,0,0,0,,0,0,,16.4,102.1,1022.1,0,43.8,181.9,15.6,7,,2019-09-21T06:59:57,2019-09-21T19:16:57,0.75,Clear,Clear conditions throughout the day.,clear-day,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-22,23,5.3,14.4,23,5.3,14.4,6.5,62.4,0.003,100,4.17,rain,0,0,,14.2,115.8,1013.1,44,49.3,164.3,14.1,6,,2019-09-22T07:01:25,2019-09-22T19:14:47,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-23,15.6,8.9,13.2,15.6,8.9,13.2,11.2,88,5.377,100,54.17,rain,0,0,,18,272.3,1014.5,88.3,28.9,26.4,2.3,1,,2019-09-23T07:02:53,2019-09-23T19:12:37,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-24,18.8,9.3,14.5,18.8,8.1,14.5,11.3,82.4,0.241,100,8.33,rain,0,0,,10.3,146.9,1014.1,63.3,31,97.1,8.3,5,,2019-09-24T07:04:22,2019-09-24T19:10:27,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-25,17.6,13.2,15,17.6,13.2,15,11,77.9,1.159,100,58.33,rain,0,0,,25.8,229.3,1009.2,87.1,40.6,86.6,7.6,4,,2019-09-25T07:05:50,2019-09-25T19:08:17,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-26,18.5,12.2,15,18.5,12.2,15,12.6,86.2,1.597,100,58.33,rain,0,0,,16.3,194.7,1013.2,69.3,31,88.9,7.8,5,,2019-09-26T07:07:19,2019-09-26T19:06:07,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03667,01279,03975,03668,04280,E4327,01721"
north germany,2019-09-27,18.9,11.8,15.4,18.9,11.8,15.4,13.2,87.3,8.678,100,41.67,rain,0,0,,20.5,199.1,1013.5,96.8,31.2,43.3,3.6,3,,2019-09-27T07:08:47,2019-09-27T19:03:57,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"03667,01279,03975,03668,04280,E4327,01721"
